@relation ACCELEROMETER_MACHINE_Merge

@attribute acceleration_x numeric
@attribute acceleration_y numeric
@attribute acceleration_z numeric
@attribute activity {1,2,3,4,5,6,7}

@data
-5.411,-11.65,2.16,4
-1.637,-7.267,-2.704,4
-4.242,-9.03,2.199,4
-1.944,-7.823,-2.876,4
-3.629,-9.24,1.777,4
-3.38,-9.106,-2.512,4
-2.978,-6.769,1.586,4
-4.031,-9.068,-2.436,4
-2.116,-5.429,1.203,4
-5.966,-12.21,0.379,4
-2.078,-5.39,0.705,4
-7.192,-15.69,2.103,4
-1.407,-5.333,-0.501,4
-7.249,-15.52,2.62,4
-1.388,-5.448,-1.65,4
-7.537,-15.77,2.486,4
-1.216,-6.405,-2.474,4
-6.004,-13.47,2.409,4
-2.039,-7.344,-2.685,4
-4.606,-10.43,2.045,4
-2.269,-7.287,-2.742,4
-3.591,-7.708,1.758,4
-2.901,-8.321,-2.378,4
-3.878,-8.091,1.816,4
-4.721,-9.777,-1.516,4
-2.863,-5.869,1.567,4
-6.024,-13.15,0.302,4
-1.752,-4.873,0.762,4
-6.138,-12.98,-0.175,4
-1.561,-5.141,0.168,4
-7.939,-16.46,0.877,4
-1.656,-5.907,-0.003,4
-7.211,-15.66,2.486,4
-1.503,-6.061,-0.788,4
-5.985,-12.69,2.065,4
-1.676,-6.674,-1.593,4
-5.851,-12.71,2.237,4
-1.522,-7.689,-2.915,4
-4.625,-10.03,2.084,4
-3.304,-8.378,-3.144,4
-3.476,-7.459,1.969,4
-2.921,-8.761,-3.202,4
-2.595,-5.448,1.432,4
-5.334,-10.81,-1.248,4
-2.576,-5.448,1.298,4
-7.02,-15.02,0.896,4
-1.733,-5.084,0.551,4
-7.843,-16.35,2.39,4
-1.81,-5.62,-0.539,4
-7.805,-16.29,2.697,4
-1.656,-6.463,-2.397,4
-6.387,-13.74,2.697,4
-1.733,-6.539,-2.551,4
-4.798,-10.66,2.467,4
-1.905,-7.497,-3.815,4
-3.553,-7.746,2.084,4
-3.131,-8.57,-2.531,4
-3.533,-7.401,1.988,4
-4.932,-10.5,-0.942,4
-2.423,-5.045,1.471,4
-5.085,-10.91,-0.482,4
-1.254,-4.567,0.245,4
-6.79,-15.39,1.203,4
-1.139,-4.911,-0.846,4
-7.862,-17.25,2.754,4
-1.216,-5.237,-1.076,4
-6.828,-14.53,2.792,4
-1.369,-6.156,-2.819,4
-6.79,-14.2,2.697,4
-1.79,-7.057,-3.374,4
-5.142,-11.44,2.448,4
-2.442,-8.034,-3.087,4
-3.878,-8.915,2.256,4
-2.499,-8.053,-2.8,4
-3.035,-6.539,1.758,4
-4.07,-9.24,-1.497,4
-2.231,-5.256,1.011,4
-5.66,-11.86,0.302,4
-2.174,-5.409,1.107,4
-6.885,-15.37,1.816,4
-1.771,-5.333,-0.175,4
-7.077,-14.93,1.222,4
-1.81,-5.946,-0.808,4
-7.556,-16,2.601,4
-1.484,-6.597,-2.225,4
-6.828,-14.12,2.563,4
-1.752,-6.405,-2.302,4
-5.334,-11.21,2.429,4
-1.637,-7.306,-3.183,4
-4.836,-11,2.371,4
-1.637,-7.421,-3.451,4
-4.012,-8.436,2.179,4
-4.338,-9.202,-1.708,4
-3.074,-6.156,1.988,4
-4.204,-9.872,-1.325,4
-1.886,-4.988,0.992,4
-5.775,-13.7,1.586,4
-1.925,-5.026,0.341,4
-7.307,-16.23,2.735,4
-1.541,-5.275,-1.459,4
-7.326,-15.1,2.697,4
-1.235,-5.831,-2.187,4
-7.192,-15.41,2.869,4
-1.312,-6.674,-3.623,4
-6.024,-12.53,2.601,4
-1.331,-6.635,-3.604,4
-4.395,-9.738,2.275,4
-2.059,-7.555,-3.087,4
-3.38,-7.248,1.777,4
-3.495,-8.876,-1.497,4
-3.246,-7.133,1.854,4
-5.066,-11,0.322,4
-2.595,-5.792,1.164,4
-5.162,-10.64,0.187,4
-1.886,-5.467,0.149,4
-6.407,-13.9,1.701,4
-1.733,-5.754,-1.057,4
-7.556,-16.02,2.448,4
-1.79,-5.754,-0.884,4
-6.962,-14.72,2.754,4
-1.561,-6.501,-2.148,4
-5.487,-11.81,2.716,4
-1.426,-7.076,-3.891,4
-5.526,-11.52,2.486,4
-2.365,-7.919,-3.144,4
-4.3,-9.106,2.467,4
-1.925,-8.053,-3.681,4
-3.227,-7.076,2.084,4
-3.553,-8.895,-1.919,4
-2.633,-5.716,1.241,4
-5.296,-10.93,-0.099,4
-2.48,-5.505,1.337,4
-7.02,-15.22,1.586,4
-1.886,-5.409,0.341,4
-6.771,-15.43,2.179,4
-1.771,-6.214,-1.612,4
-7.383,-15.45,2.658,4
-1.599,-6.769,-2.915,4
-6.713,-13.95,2.716,4
-1.733,-6.693,-2.512,4
-5.487,-11.25,2.448,4
-1.714,-7.401,-3.776,4
-5.506,-11.19,2.371,4
-2.442,-8.321,-3.259,4
-4.012,-8.225,1.911,4
-4.051,-9.528,-1.401,4
-3.016,-5.716,1.375,4
-4.127,-9.451,-1.574,4
-2.901,-5.582,1.394,4
-5.487,-12.65,0.073,4
-1.81,-4.586,0.8,4
-7.23,-16.5,1.509,4
-1.676,-5.065,0.283,4
-7.862,-16.16,2.754,4
-1.599,-5.792,-0.999,4
-7.613,-16.19,2.812,4
-1.599,-6.022,-1.344,4
-6.33,-13.07,2.62,4
-1.484,-6.731,-3.202,4
-4.702,-10.22,2.275,4
-1.829,-7.536,-3.47,4
-3.629,-7.995,1.854,4
-2.806,-8.359,-2.225,4
-3.706,-8.053,2.065,4
-4.472,-9.662,-0.903,4
-3.131,-6.176,1.662,4
-4.031,-9.508,-0.865,4
-2.135,-5.371,0.82,4
-5.87,-12.86,0.762,4
-1.925,-5.563,-0.195,4
-7.364,-16.21,2.179,4
-1.81,-5.639,-0.214,4
-7.326,-15.37,2.812,4
-1.599,-6.29,-1.804,4
-6.158,-12.53,2.658,4
-1.407,-7.038,-3.374,4
-6.062,-12.29,2.678,4
-1.752,-8.034,-4.198,4
-4.28,-8.972,2.448,4
-1.963,-8.091,-4.179,4
-3.304,-6.118,1.873,4
-4.108,-9.604,-1.459,4
-2.039,-4.586,0.973,4
-5.736,-12.52,0.915,4
-2.212,-5.122,0.743,4
-7.115,-16.02,2.218,4
-1.446,-4.356,-0.424,4
-7.115,-15.66,2.409,4
-0.871,-4.682,-1.804,4
-7.747,-17.8,2.946,4
-1.599,-4.777,-1.057,4
-7.881,-15.48,2.869,4
-1.292,-5.716,-2.57,4
-5.813,-12.63,2.448,4
-1.063,-6.712,-3.681,4
-6.119,-12.38,2.429,4
-2.02,-7.593,-3.183,4
-4.587,-9.202,2.045,4
-2.786,-9.087,-2.168,4
-3.495,-6.789,1.854,4
-3.533,-9.01,-1.899,4
-2.633,-5.371,1.107,4
-5.506,-11.67,0.513,4
-1.982,-5.371,-0.175,4
-7.269,-15.69,2.179,4
-1.752,-5.639,-0.329,4
-7.02,-15.6,2.697,4
-1.79,-6.156,-1.823,4
-7.192,-15.16,2.792,4
-1.484,-6.635,-3.278,4
-6.004,-13.24,2.505,4
-1.695,-7.152,-3.087,4
-5.334,-10.56,2.275,4
-1.829,-7.421,-3.413,4
-3.648,-8.225,2.16,4
-2.403,-8.455,-1.631,4
-3.438,-7.727,1.662,4
-4.721,-10.29,-0.405,4
-2.767,-5.639,1.356,4
-6.541,-14.56,1.586,4
-1.637,-5.065,0.187,4
-6.905,-15.08,2.026,4
-1.273,-5.333,-1.478,4
-7.747,-16.33,3.08,4
-1.369,-5.333,-1.574,4
-6.407,-14.51,3.022,4
-1.446,-6.386,-2.417,4
-4.74,-10.64,2.486,4
-1.618,-7.267,-3.891,4
-4.721,-10.6,2.275,4
-3.533,-8.532,-1.67,4
-3.629,-7.574,1.567,4
-3.131,-8.455,-0.903,4
-2.786,-5.735,0.341,4
-4.778,-10.05,0.264,4
-2.461,-5.601,0.954,4
-6.981,-14.2,2.314,4
-1.082,-5.103,-0.846,4
-7.824,-16.96,3.08,4
-1.139,-4.605,-1.344,4
-7.518,-17.13,3.003,4
-1.676,-5.122,-2.761,4
-7.173,-15.27,2.831,4
-1.197,-6.118,-3.585,4
-5.985,-12.57,2.409,4
-1.369,-6.769,-3.623,4
-3.342,-10.31,2.486,4
-3.265,-7.593,-2.915,4
-2.729,-8.091,2.237,4
-3.955,-9.144,-2.302,4
-2.863,-6.999,2.218,4
-5.334,-11.42,-0.233,4
-1.905,-5.965,1.279,4
-5.047,-12.09,0.705,4
-1.982,-5.754,-0.424,4
-7.537,-14.58,1.892,4
-1.733,-5.85,-1.612,4
-7.211,-16.19,2.697,4
-1.58,-5.658,-1.861,4
-6.253,-13.91,2.888,4
-2.059,-5.792,-3.298,4
-6.215,-13.4,2.543,4
-2.212,-7.708,-2.953,4
-3.955,-10.08,2.122,4
-3.878,-8.57,-1.363,4
-2.863,-6.923,1.222,4
-3.629,-8.723,-0.635,4
-2.308,-5.62,0.781,4
-4.587,-10.58,1.203,4
-3.074,-6.31,0.494,4
-6.962,-13.13,1.72,4
-2.48,-5.448,-0.137,4
-8.016,-13.19,2.045,4
-1.944,-6.29,-2.014,4
-7.173,-15.14,1.26,4
-1.81,-6.578,-1.708,4
-6.483,-13.61,2.505,4
-1.503,-7.287,-3.776,4
-5.602,-9.968,3.176,4
-2.403,-7.497,-1.804,4
-4.549,-9.24,1.662,4
-3.035,-7.957,-2.244,4
-3.131,-8.187,1.93,4
-4.031,-9.489,-0.003,4
-2.729,-7.038,0.8,4
-2.959,-12.15,0.954,4
-1.522,-6.846,-0.999,4
-4.376,-14.24,0.628,4
-1.714,-6.712,-0.252,4
-6.598,-13.59,0.513,4
-1.58,-7.095,-0.961,4
-4.913,-11.39,-1.095,4
-1.599,-7.038,-0.444,4
-4.031,-13.26,-0.597,4
-1.101,-7.555,-0.922,4
-4.395,-9.891,-0.808,4
-1.963,-8.781,0.666,4
-3.284,-8.627,-1.459,4
-1.388,-10.68,-1.535,4
-2.537,-6.884,-0.98,4
-2.384,-10.29,0.571,4
-1.733,-6.961,-0.616,4
-3.61,-12.65,1.835,4
-1.695,-7.325,-1.286,4
-4.683,-13.24,-0.195,4
-1.733,-7.038,-0.271,4
-4.798,-13.51,1.988,4
-2.672,-7.746,0.092,4
-6.541,-13.44,-0.424,4
-1.714,-8.551,-0.061,4
-4.74,-12.06,1.26,4
-2.442,-8.187,-0.233,4
-3.917,-10.62,-0.329,4
-1.714,-9.24,0.207,4
-3.725,-10.58,0.973,4
-2.921,-8.972,-0.061,4
-2.595,-8.627,0.322,4
-3.974,-9.7,1.049,4
-1.848,-7.363,0.149,4
-4.108,-10.03,0.571,4
-1.714,-7.114,-0.31,4
-4.146,-12.88,2.007,4
-1.656,-6.884,-0.961,4
-5.698,-13.03,1.547,4
-2.844,-7.823,-0.424,4
-4.587,-12.59,0.456,4
-2.078,-8.742,-0.597,4
-0.067,-13.99,-0.654,4
-1.81,-8.168,-0.597,4
-2.844,-9.068,-0.29,4
-0.833,-9.911,-1.88,4
-1.235,-7.229,-1.21,4
-1.829,-6.654,-0.712,4
-0.852,-11.88,-2.608,4
-1.082,-9.413,-1.325,4
-2.576,-7.478,-3.642,4
-4.28,-10.64,-5.443,4
1.944,-9.777,-6.037,4
-1.446,-11.48,-4.849,4
-4.376,-6.52,-5.634,4
-5.372,-12.17,-6.305,4
-1.254,-9.987,-1.382,4
-0.603,-13.05,-3.853,4
-2.288,-10.26,-2.704,4
-3.648,-11.86,-3.221,4
-7.383,-8.244,-1.133,4
-0.258,-8.551,-1.574,4
-9.146,-7.938,0.111,4
-5.775,-7.018,-5.079,4
-8.36,-7.65,-4.811,4
-6.004,-7.44,-0.559,4
-11.79,-7.172,-2.685,4
-13.09,-4.279,0.532,4
-15.89,-2.191,-1.727,4
-7.326,-5.984,4.631,4
-7.249,-2.211,4.229,4
-1.714,-4.662,4.344,4
-1.848,1.638,5.704,4
0.258,-2.728,8.922,4
-5.64,3.784,4.516,4
2.174,-1.904,18.63,4
1.043,2.883,5.646,4
-4.472,3.362,3.731,4
-0.526,7.117,10.55,4
-0.067,3.458,9.477,4
-0.718,2.558,10.9,4
0.124,3.573,9.937,4
0.603,3.324,7.945,4
-0.928,2.654,12.33,4
0.871,3.381,7.562,4
-0.737,2.864,13.23,4
-0.067,3.592,7.409,4
0.181,1.351,12.31,5
-1.292,3.209,6.183,5
-1.158,4.703,3.961,5
-0.201,3.324,8.788,5
0.067,1.179,15.55,5
1.81,0.451,16.24,5
-1.618,2.194,7.849,5
-1.944,3.401,3.501,5
-2.537,3.056,3.75,5
-0.45,5.833,14.44,5
-1.618,1.16,14.71,5
0.45,-0.506,9.228,5
2.691,3.362,4.382,5
0.737,5.929,0.341,5
-3.399,6.312,6.259,5
-2.174,3.343,16.3,5
2.059,0.298,16.62,5
2.691,1.045,9.056,5
2.02,3.401,-0.099,5
-0.201,7.174,4.804,5
-4.28,4.358,12.66,5
-1.063,2.385,11.43,5
-0.105,2.385,4.248,5
0.162,3.401,-0.156,5
-2.921,3.611,-0.788,5
-6.962,4.263,5.646,5
-6.962,1.753,9.496,5
-3.955,-0.008,11.85,5
-1.426,-0.238,3.444,5
-3.514,0.183,0.513,5
-4.204,-0.812,-0.252,5
-5.257,-2.134,1.528,5
-4.07,-1.598,8.922,5
-7.556,-2.306,0.456,5
-6.1,-1.272,-2.436,5
-4.664,-5.524,-7.033,5
-8.207,-6.635,-4.428,5
-12.5,-4.413,11.78,5
-15.26,-5.773,11.39,5
-12.17,-4.509,-2.302,5
-11.85,-5.448,-3.317,5
-12.9,-7.574,-6.879,5
-15.39,-6.884,1.011,5
-18.38,-4.969,14.21,5
-19.35,-4.873,3.539,5
-16.98,-4.624,-1.804,5
-15.91,-5.85,-3.144,5
-17.57,-4.777,-1.172,5
-21.69,-0.678,8.998,5
-21.35,-0.908,3.846,5
-13,-3.053,-1.88,5
-10.05,-4.854,-5.117,5
-9.28,-3.839,-14.44,5
-11.69,-2.057,-2.148,5
-8.782,-4.222,-1.784,5
-10.6,-3.034,-0.539,5
-11.02,-3.322,-2.723,5
-0.45,-6.769,-5.06,5
-2.633,-5.601,-0.252,5
-8.897,-2.057,1.509,5
-12.61,-0.276,1.988,5
-10.68,-0.985,0.341,5
-3.763,-4.892,-0.099,5
-2.231,-5.792,1.816,5
-8.15,-4.394,3.501,5
-14.81,-0.468,-0.75,5
-15.1,-3.13,-1.899,5
-6.828,-8.321,0.743,5
-3.112,-11.25,-0.29,5
-1.522,-9.777,0.341,5
-12.96,-7.287,2.122,5
-18.15,-5.946,0.647,5
-10.95,-8.8,-1.919,5
-8.514,-12.06,1.183,5
-9.127,-10.75,3.539,5
-14.03,-5.85,4.344,5
-15.87,-3.686,-0.061,5
-12.59,-5.314,-2.359,5
-7.939,-7.919,1.835,5
-7.192,-7.88,5.972,5
-8.552,-6.118,-1.574,5
-11.79,-3.322,0.973,5
-10.95,-3.436,-0.654,5
-7.479,-3.762,0.647,5
-6.751,-4.241,1.318,5
-6.081,-3.666,-0.635,5
-10.76,-2.268,0.532,5
-11.56,-1.061,-0.252,5
-9.165,-1.579,-0.75,5
-3.782,-3.168,1.432,5
-0.526,-4.452,2.333,5
-3.476,-3.954,-0.788,5
-7.288,-2.498,-1.172,5
-5.487,-2.651,-0.578,5
-4.683,-2.402,-1.191,5
-6.751,-1.464,-1.057,5
-5.526,-3.302,-0.712,5
-9.778,-2.958,-0.233,5
-13.15,-1.732,-1.842,5
-11.21,-2.996,-3.681,5
-9.759,-4.241,0.207,5
-7.249,-7.248,-0.693,5
-10.05,-5.678,-0.827,5
-16.31,-1.444,0.685,5
-13.84,-1.732,-3.508,5
-11.04,-2.057,-1.497,5
-5.985,-4.088,-0.482,5
-1.465,-5.563,0.379,5
-9.376,-3.915,-1.459,5
-14.7,-1.042,-1.382,5
-15.05,-0.334,-0.175,5
-3.821,-3.877,-2.129,5
-4.932,-9.489,-2.704,5
-5.066,-8.11,-3.566,5
-8.188,-5.716,-4.198,5
-11.96,-3.992,-0.942,5
-9.337,-1.387,1.337,5
-2.499,-2.804,2.026,5
0.316,-6.348,0.513,5
1.925,-10.12,1.739,5
-1.35,-10.45,3.195,5
-4.357,-9.796,0.934,5
-9.988,-11.08,-16.21,5
-8.552,-6.654,-6.688,5
-6.1,-5.716,-1.67,5
-4.893,-4.126,-0.386,5
-2.729,-3.13,-0.827,5
-1.388,-3.456,1.701,5
-1.216,-4.739,3.29,5
-6.062,-26.21,-8.891,5
-12.92,-34.49,-10.23,5
-9.529,-34.22,0.992,5
2.174,-17.67,3.195,5
1.771,-7.478,3.061,5
2.116,-5.85,-0.061,5
-0.986,-9.164,-0.999,5
-1.733,-8.972,-1.21,5
-1.312,-6.712,-1.21,5
-1.063,-5.678,-0.693,5
-4.683,-11.29,-0.578,5
-6.177,-13.82,-0.118,5
-4.568,-16.92,-0.29,5
0.66,-8.704,-2.551,5
-0.162,-6.405,-2.819,5
-3.763,-8.934,0.647,5
-4.932,-13.55,2.39,5
-4.204,-12.86,2.371,5
-1.81,-7.785,1.279,5
-0.469,-5.429,0.398,5
-1.618,-6.827,0.398,5
-4.338,-11.96,0.839,5
-6.445,-16.1,0.762,5
-4.07,-10.01,-0.693,5
-1.063,-6.29,-1.076,5
-0.277,-5.218,-0.808,5
-3.457,-9.183,1.049,5
-5.698,-14.2,1.873,5
-5.334,-13.76,1.49,5
-2.595,-7.536,-0.118,5
-0.89,-5.16,-0.922,5
-6.062,-16.04,2.007,5
-0.948,-6.559,-0.118,5
-1.982,-8.283,-0.271,5
-3.763,-11.1,1.356,5
-0.928,-5.467,-0.827,5
-6.196,-15.68,1.586,5
-0.737,-5.601,0.034,5
-2.863,-8.895,-0.501,5
-3.457,-10.16,1.413,5
-1.369,-5.639,-0.98,5
-5.794,-14.85,2.026,5
-0.718,-5.065,-0.463,5
-3.438,-10.6,-0.041,5
-3.055,-8.608,1.318,5
-1.273,-6.463,-1.057,5
-5.966,-15.96,1.854,5
-0.392,-5.256,-0.693,5
-4.146,-11.16,0.111,5
-2.844,-8.053,1.107,5
-1.733,-7.057,-1.229,5
-4.836,-15.06,2.045,5
-0.756,-5.678,-0.578,5
-4.721,-12.31,0.302,5
-2.384,-7.689,1.241,5
-2.193,-7.555,-1.306,5
-4.683,-14.34,1.777,5
-0.948,-5.716,-0.271,5
-4.855,-12.73,0.187,5
-3.342,-9.7,1.643,5
-2.231,-7.152,-1.382,5
-5.085,-15.08,2.256,5
-0.699,-4.969,-0.922,5
-5.315,-14.47,1.145,5
-3.055,-8.378,1.413,5
-2.001,-8.053,-0.942,5
-4.798,-14.49,2.16,5
-0.584,-4.816,-0.673,5
-6.177,-14.35,1.03,5
-3.016,-7.995,0.877,5
-2.614,-8.168,-0.922,5
-4.606,-13.95,2.294,5
-0.143,-5.333,-0.463,5
-4.989,-15.1,1.03,5
-2.825,-7.631,0.915,5
-2.901,-6.444,-1.478,5
-5.545,-13.07,1.854,5
0.009,-5.294,-0.98,5
-4.702,-12.31,-0.003,5
-2.652,-7.363,0.8,5
-2.116,-7.038,-0.942,5
-4.625,-12.21,1.624,5
-0.526,-5.467,-0.712,5
-4.989,-13.55,0.8,5
-2.02,-6.789,0.322,5
-2.403,-8.014,-0.654,5
-4.357,-10.79,1.49,5
-0.718,-5.601,-1.363,5
-5.353,-15.04,2.026,5
-1.599,-6.214,-0.578,5
-2.959,-8.627,-0.233,5
-4.07,-9.853,1.203,5
-0.871,-6.022,-1.095,5
-5.87,-15.69,2.065,5
-0.833,-5.735,-0.827,5
-3.533,-9.24,0.187,5
-4.721,-11.73,1.758,5
-1.177,-6.156,-1.114,5
-5.43,-15.89,2.141,5
-0.584,-5.505,-0.654,5
-3.974,-9.949,0.053,5
-4.223,-11.37,1.739,5
-1.503,-6.367,-1.382,5
-5.64,-15.96,2.333,5
-1.331,-6.405,-0.137,5
-4.338,-10.83,0.302,5
-3.782,-10.83,1.93,5
-1.848,-6.769,-1.842,5
-5.123,-15.08,2.543,5
-5.123,-15.08,2.543,5
-5.123,-15.08,2.543,5
-4.491,-10.75,0.571,5
-1.944,-6.789,-1.784,5
-0.928,-5.639,-1.152,5
-2.748,-8.589,0.934,5
-4.434,-13.01,2.275,5
-5.181,-14.53,2.218,5
-2.901,-8.302,-1.133,5
-1.024,-6.061,-1.976,5
-1.388,-6.559,-0.444,5
-3.859,-10.62,1.796,5
-5.257,-15.06,2.563,5
-4.587,-11.23,0.877,5
-1.925,-6.827,-1.919,5
-0.775,-5.62,-1.421,5
-2.672,-8.455,0.666,5
-4.606,-12.74,2.199,5
-5.315,-14.78,2.122,5
-3.074,-8.474,-1.057,5
-0.986,-6.137,-2.072,5
-1.235,-6.616,-0.654,5
-3.629,-10.56,1.701,5
-4.989,-14.93,2.601,5
-4.453,-11.5,0.82,5
-1.925,-6.942,-1.919,5
-0.603,-5.678,-1.363,5
-2.461,-7.861,0.59,5
-4.453,-12.32,2.314,5
-5.391,-15.41,2.831,5
-3.687,-8.953,-0.635,5
-1.216,-6.118,-2.627,5
-0.871,-6.252,-1.593,5
-3.514,-9.853,1.241,5
-5.123,-14.37,2.792,5
-5.028,-12.38,1.509,5
-2.461,-7.076,-1.44,5
-0.756,-5.601,-1.689,5
-2.02,-7.631,-0.08,5
-4.472,-11.96,2.199,5
-5.775,-15.52,2.658,5
-3.974,-9.355,-0.156,5
-1.273,-6.156,-1.899,5
-0.545,-5.812,-1.459,5
-3.208,-9.528,0.896,5
-5.142,-14.58,2.62,5
-5.181,-13.44,1.605,5
-1.312,-6.137,-2.302,5
-0.45,-5.524,-2.263,5
-1.733,-7.095,-0.539,5
-4.51,-11.42,1.95,5
-5.985,-15.71,2.582,5
-4.625,-9.968,0.092,5
-0.794,-5.658,-1.689,5
-0.584,-5.601,-1.421,5
-3.284,-8.781,0.724,5
-5.181,-14.03,2.294,5
-5.468,-14.14,1.777,5
-2.48,-7.842,-0.999,5
-0.124,-5.467,-0.98,5
-2.825,-8.283,0.724,5
-4.529,-13.68,2.103,5
-5.296,-15.75,2.543,5
-4.51,-11.04,0.245,5
-1.79,-6.635,-1.65,5
-1.12,-6.367,-0.233,5
-3.859,-10.68,1.49,5
-4.74,-13.42,2.16,5
-4.874,-10.98,-0.195,5
-3.342,-8.263,-1.382,5
-0.641,-5.543,-0.654,5
-1.407,-6.176,0.187,5
-3.878,-10.24,1.662,5
-5.564,-14.74,1.816,5
-4.951,-11.23,0.092,5
-1.216,-6.329,-1.919,5
-0.814,-5.965,-1.248,5
-2.729,-8.263,0.954,5
-4.223,-12.67,2.007,5
-4.836,-11.29,-0.463,5
-2.059,-7.516,-1.995,5
-1.216,-6.769,-1.459,5
-2.748,-7.88,1.279,5
-3.514,-9.93,1.681,5
-4.74,-14.45,2.409,5
-4.664,-11.54,0.915,5
-1.388,-6.367,-1.478,5
-1.541,-6.233,-0.405,5
-3.917,-9.911,1.183,5
-5.526,-14.68,1.988,5
-5.104,-11.85,0.092,5
-2.001,-7.44,-1.708,5
-0.603,-5.754,-0.827,5
-2.652,-7.248,0.8,5
-4.204,-11.88,1.835,5
-5.43,-15.35,1.796,5
-3.648,-9.221,-0.808,5
-1.235,-6.654,-1.516,5
-1.446,-6.31,-0.597,5
-3.706,-9.681,1.26,5
-5.296,-14.24,1.739,5
-5.219,-11.94,0.379,5
-2.193,-7.536,-0.999,5
-0.928,-5.773,-0.731,5
-2.652,-7.287,0.494,5
-4.319,-11.81,1.567,5
-5.679,-15.54,1.413,5
-3.514,-9.489,-0.712,5
-0.948,-6.674,-1.612,5
-1.254,-5.907,-0.808,5
-3.648,-9.087,1.183,5
-5.066,-14.14,1.911,5
-5.142,-13.01,1.145,5
-2.001,-7.67,-1.114,5
-0.794,-5.716,-1.497,5
-2.614,-7.287,-0.022,5
-4.778,-11.48,1.643,5
-5.851,-15.35,2.007,5
-3.553,-9.528,-0.022,5
-0.871,-6.559,-1.497,5
-1.082,-5.869,-1.267,5
-3.782,-9.221,0.743,5
-5.296,-14.34,1.835,5
-5.43,-13.28,0.781,5
-1.982,-7.746,-1.21,5
-0.641,-5.62,-1.421,5
-2.327,-6.635,0.053,5
-4.568,-11.04,1.777,5
-5.813,-15.96,2.409,5
-4.28,-10.43,0.341,5
-1.177,-6.52,-1.727,5
-0.316,-5.371,-1.689,5
-3.265,-8.302,0.494,5
-5.047,-13.49,2.065,5
-5.583,-15.16,1.528,5
-2.499,-8.493,-0.865,5
-0.258,-5.984,-1.44,5
-1.235,-6.31,-0.501,5
-3.993,-10.47,1.394,5
-5.353,-15.43,2.39,5
-4.549,-11.18,0.685,5
-1.925,-6.654,-1.267,5
-0.507,-5.18,-1.267,5
-2.652,-8.11,0.341,5
-4.97,-13.15,1.988,5
-6.024,-15.5,1.72,5
-3.399,-8.532,-0.999,5
-0.814,-5.831,-1.65,5
-0.909,-5.812,-0.961,5
-3.974,-10.06,1.222,5
-5.602,-15.39,2.122,5
-5.008,-11.98,0.781,5
-1.848,-7.038,-1.306,5
-0.201,-5.333,-1.574,5
-2.365,-7.861,0.015,5
-4.798,-12.63,1.854,5
-5.909,-15.81,1.95,5
-3.438,-8.972,-0.348,5
-0.814,-5.85,-1.574,5
-0.565,-5.697,-1.286,5
-3.725,-9.757,0.934,5
-5.621,-14.89,2.141,5
-5.468,-12.73,0.82,5
-2.365,-7.191,-1.401,5
-0.316,-5.429,-1.325,5
-2.039,-7.421,0.015,5
-4.529,-12.09,1.892,5
-5.775,-15.77,2.007,5
-3.744,-9.413,-0.31,5
-0.986,-6.367,-1.344,5
-0.354,-5.716,-0.75,5
-4.089,-11.88,1.701,5
-1.369,-6.405,-1.535,5
-4.874,-13.91,2.103,5
-0.756,-5.543,-0.903,5
-4.549,-9.681,-0.175,5
-3.093,-9.164,0.59,5
-1.177,-6.386,-1.459,5
-5.142,-14.14,2.026,5
-0.526,-5.639,-1.229,5
-4.357,-10.18,0.341,5
-2.978,-8.168,0.398,5
-1.963,-6.75,-1.593,5
-5.506,-13.11,1.969,5
-0.354,-5.352,-1.899,5
-5.104,-11.46,0.513,5
-3.897,-9.968,1.069,5
-1.771,-7.287,-1.172,5
-5.162,-14.72,1.892,5
-0.545,-5.754,-0.98,5
-5.449,-12.8,0.436,5
-2.442,-7.344,0.207,5
-2.346,-7.708,-1.306,5
-4.874,-14.01,1.911,5
-0.699,-5.716,-1.401,5
-5.889,-14.22,0.934,5
-3.304,-8.378,0.781,5
-1.522,-6.693,-1.401,5
-4.913,-13.59,1.892,5
-0.584,-5.467,-1.363,5
-6.196,-15.52,1.394,5
-2.978,-7.88,0.494,5
-1.733,-6.501,-1.401,5
-5.142,-13.34,1.93,5
-0.067,-4.873,-1.593,5
-6.253,-15.98,1.969,5
-2.537,-7.421,0.168,5
-3.246,-8.704,-0.463,5
-4.855,-13.05,1.739,5
-0.124,-4.701,-1.535,5
-6.502,-16.52,1.739,5
-2.269,-6.98,0.149,5
-1.982,-6.98,-1.229,5
-4.798,-12.44,1.777,5
-0.392,-5.026,-1.229,5
-5.909,-16.48,2.141,5
-1.848,-6.961,-0.041,5
-2.691,-7.306,-1.152,5
-4.472,-11.94,1.643,5
-0.411,-5.16,-1.593,5
-5.851,-16.5,2.141,5
-1.905,-6.654,-0.463,5
-2.595,-7.631,-0.827,5
-4.108,-11.39,1.375,5
-0.526,-5.601,-1.555,5
-5.583,-14.56,1.432,5
-1.771,-5.984,-0.329,5
-3.15,-8.187,-0.865,5
-4.223,-10.27,1.069,5
-0.679,-5.831,-1.325,5
-5.851,-15.64,1.452,5
-1.12,-5.697,-1.095,5
-3.284,-8.953,-0.673,5
-4.913,-12.17,1.739,5
-0.756,-6.041,-1.593,5
-5.794,-16.31,1.471,5
-0.699,-5.16,-1.114,5
-4.127,-9.623,-0.386,5
-4.893,-11.61,1.701,5
